Date,Price
2022-07-10,71000.0
2022-07-11,71250.0
2022-07-12,71500.0
2022-07-13,71750.0
2022-07-14,72000.0
2022-07-15,61000.0
2022-07-16,61000.0
2022-07-17,61000.0
2022-07-18,70000.0
2022-07-19,70000.0
2022-07-20,71000.0
2022-07-21,70000.0
2022-07-22,70000.0
2022-07-23,72000.0
2022-07-24,72000.0
2022-07-25,72000.0
2022-07-26,72000.0
2022-07-27,60000.0
2022-07-28,60000.0
2022-07-29,60000.0
2022-07-30,60000.0
2022-07-31,64000.0
2022-08-01,67000.0
2022-08-02,67000.0
2022-08-03,66000.0
2022-08-04,65000.0
2022-08-05,60000.0
2022-08-06,61000.0
2022-08-07,60000.0
2022-08-08,60000.0
2022-08-09,60000.0
2022-08-10,58000.0
2022-08-11,58000.0
2022-08-12,58000.0
2022-08-13,55000.0
2022-08-14,55000.0
2022-08-15,50000.0
2022-08-16,45000.0
2022-08-17,48000.0
2022-08-18,45000.0
2022-08-19,47000.0
2022-08-20,48000.0
2022-08-21,48000.0
2022-08-22,46000.0
2022-08-23,46000.0
2022-08-24,45000.0
2022-08-25,45000.0
2022-08-26,42000.0
2022-08-27,41000.0
2022-08-28,40000.0
2022-08-29,40000.0
2022-08-30,43000.0
2022-08-31,50000.0
2022-09-01,52000.0
2022-09-02,55000.0
2022-09-03,53000.0
2022-09-04,63000.0
2022-09-05,70000.0
2022-09-06,70000.0
2022-09-07,69000.0
2022-09-08,70000.0
2022-09-09,67000.0
2022-09-10,55000.0
2022-09-11,58000.0
2022-09-12,53000.0
2022-09-13,51000.0
2022-09-14,50000.0
2022-09-15,52000.0
2022-09-16,55000.0
2022-09-17,55000.0
2022-09-18,56000.0
2022-09-19,57000.0
2022-09-20,57000.0
2022-09-21,52000.0
2022-09-22,50000.0
2022-09-23,46000.0
2022-09-24,40500.0
2022-09-25,35000.0
2022-09-26,35000.0
2022-09-27,37000.0
2022-09-28,36000.0
2022-09-29,41000.0
2022-09-30,39000.0
2022-10-01,35000.0
2022-10-02,35000.0
2022-10-03,41000.0
2022-10-04,40000.0
2022-10-05,40000.0
2022-10-06,40000.0
2022-10-07,43000.0
2022-10-08,38000.0
2022-10-09,38000.0
2022-10-10,41500.0
2022-10-11,45000.0
2022-10-12,44000.0
2022-10-13,42000.0
2022-10-14,42000.0
2022-10-15,34000.0
2022-10-16,34000.0
2022-10-17,34000.0
2022-10-18,32000.0
2022-10-19,30000.0
2022-10-20,30000.0
2022-10-21,30000.0
2022-10-22,30000.0
2022-10-23,26000.0
2022-10-24,28000.0
2022-10-25,26000.0
2022-10-26,26000.0
2022-10-27,28000.0
2022-10-28,28000.0
2022-10-29,28000.0
2022-10-30,30000.0
2022-10-31,30000.0
2022-11-01,28000.0
2022-11-02,28000.0
2022-11-03,28000.0
2022-11-04,30000.0
2022-11-05,26000.0
2022-11-06,28000.0
2022-11-07,28000.0
2022-11-08,24000.0
2022-11-09,24500.0
2022-11-10,25000.0
2022-11-11,26000.0
2022-11-12,25000.0
2022-11-13,25000.0
2022-11-14,23000.0
2022-11-15,23000.0
2022-11-16,23000.0
2022-11-17,22000.0
2022-11-18,22000.0
2022-11-19,20000.0
2022-11-20,24000.0
2022-11-21,27000.0
2022-11-22,27000.0
2022-11-23,23000.0
2022-11-24,20000.0
2022-11-25,23000.0
2022-11-26,22000.0
2022-11-27,20000.0
2022-11-28,23000.0
2022-11-29,23000.0
2022-11-30,26000.0
2022-12-01,25000.0
2022-12-02,28000.0
2022-12-03,30000.0
2022-12-04,27000.0
2022-12-05,25000.0
2022-12-06,33000.0
2022-12-07,30000.0
2022-12-08,30000.0
2022-12-09,30000.0
2022-12-10,24000.0
2022-12-11,24000.0
2022-12-12,25000.0
2022-12-13,25000.0
2022-12-14,25000.0
2022-12-15,25000.0
2022-12-16,25000.0
2022-12-17,27000.0
2022-12-18,26000.0
2022-12-19,27000.0
2022-12-20,27000.0
2022-12-21,27000.0
2022-12-22,27000.0
2022-12-23,32000.0
2022-12-24,30000.0
2022-12-25,30000.0
2022-12-26,30000.0
2022-12-27,30000.0
2022-12-28,31000.0
2022-12-29,31000.0
2022-12-30,33000.0
2022-12-31,33000.0
2023-01-01,33000.0
2023-01-02,43000.0
2023-01-03,45000.0
2023-01-04,35000.0
2023-01-05,33000.0
2023-01-06,35000.0
2023-01-07,34000.0
2023-01-08,34000.0
2023-01-09,32000.0
2023-01-10,32000.0
2023-01-11,33000.0
2023-01-12,30000.0
2023-01-13,30000.0
2023-01-14,32000.0
2023-01-15,24000.0
2023-01-16,25000.0
2023-01-17,25000.0
2023-01-18,25000.0
2023-01-19,27000.0
2023-01-20,27000.0
2023-01-21,30000.0
2023-01-22,30000.0
2023-01-23,32000.0
2023-01-24,32000.0
2023-01-25,33000.0
2023-01-26,33000.0
2023-01-27,30000.0
2023-01-28,30000.0
2023-01-29,32000.0
2023-01-30,33000.0
2023-01-31,33000.0
2023-02-01,32000.0
2023-02-02,35000.0
2023-02-03,34000.0
2023-02-04,33000.0
2023-02-05,30000.0
2023-02-06,32000.0
2023-02-07,39000.0
2023-02-08,40000.0
2023-02-09,40000.0
2023-02-10,38000.0
2023-02-11,38000.0
2023-02-12,35000.0
2023-02-13,35000.0
2023-02-14,36000.0
2023-02-15,40000.0
2023-02-16,40000.0
2023-02-17,43000.0
2023-02-18,43000.0
2023-02-19,44000.0
2023-02-20,47000.0
2023-02-21,47000.0
2023-02-22,45000.0
2023-02-23,45000.0
2023-02-24,38000.0
2023-02-25,36000.0
2023-02-26,35000.0
2023-02-27,35000.0
2023-02-28,35000.0
2023-03-01,35000.0
2023-03-02,38000.0
2023-03-03,38000.0
2023-03-04,35000.0
2023-03-05,35000.0
2023-03-06,37000.0
2023-03-07,35000.0
2023-03-08,35000.0
2023-03-09,37000.0
2023-03-10,35000.0
2023-03-11,35000.0
2023-03-12,35000.0
2023-03-13,35000.0
2023-03-14,35000.0
2023-03-15,35000.0
2023-03-16,33000.0
2023-03-17,33000.0
2023-03-18,35000.0
